Unnamed: 0,im,L,k,MSE,SNR,PSNR
27,zelda_256,40,2,4.476318359375,23.229284837742025,41.62159394539064
28,zelda_256,40,3,4.871734619140625,21.34387078183629,41.253967381769804
29,zelda_256,40,4,3.24237060546875,32.06964497486964,43.02217707322957
30,zelda_256,48,0,5.560089111328125,18.70144023096387,40.67998608809603
31,zelda_256,48,1,4.739013671875,21.94162781412601,41.373923992435664
32,zelda_256,48,2,5.372283935546875,19.355208220905595,40.82921402965325
33,zelda_256,48,3,6.0623321533203125,17.152091235612293,40.30440633322893
34,zelda_256,48,4,5.22479248046875,19.90158931345864,40.950113151522025
35,zelda_256,56,0,5.659194946289063,18.373933957253136,40.60325706225859
36,zelda_256,56,1,5.695098876953125,18.25809813682569,40.575790922697614
37,zelda_256,56,2,6.2887115478515625,16.534654738594206,40.14518686007282
38,zelda_256,56,3,4.387741088867188,23.69822468745109,41.70839367989336
39,zelda_256,56,4,5.6721038818359375,18.332117387222343,40.5933618472693
40,zelda_256,64,0,6.421630859375,16.19240913584002,40.05435023876633
41,zelda_256,64,1,5.971603393554688,17.412689246336445,40.36989404700118
42,zelda_256,64,2,6.212188720703125,16.738331507508807,40.19835720135434
43,zelda_256,64,3,6.3656768798828125,16.33473959744092,40.09235770699383
44,zelda_256,64,4,7.18609619140625,14.469841681034849,39.56587334595809
45,zelda_256,72,0,6.564300537109375,15.84048042994156,39.95891904480107
46,zelda_256,72,1,7.197311401367188,14.447294051301403,39.55910067438481
47,zelda_256,72,2,7.2890472412109375,14.26546855210961,39.50409595914293
48,zelda_256,72,3,7.04754638671875,14.754308590333167,39.65042417802853
49,zelda_256,72,4,6.6424560546875,15.654100431866214,39.90751670991445
50,zelda_256,80,0,7.12310791015625,14.597795724262028,39.60410837212599
51,zelda_256,80,1,7.755691528320312,13.407144135973102,39.23459833567542
52,zelda_256,80,2,7.358474731445312,14.130873311283684,39.46292557993036
53,zelda_256,80,3,6.7495880126953125,15.405632758437497,39.83803096077416
54,zelda_256,80,4,8.186813354492188,12.701116990444168,38.99965471545667
55,zelda_256,88,0,10.105270385742188,10.289845815609905,38.08532422485681
56,zelda_256,88,1,7.906707763671875,13.151070875806196,39.15084673540011
57,zelda_256,88,2,8.46673583984375,12.281199763550775,38.85364350770031
58,zelda_256,88,3,8.91119384765625,11.668658091382936,38.63144469769658
59,zelda_256,88,4,7.4815673828125,13.898381030853823,39.39087769099993
60,zelda_256,96,0,9.22808837890625,11.26795387352589,38.47968615689909
61,zelda_256,96,1,8.663833618164062,12.001808757769115,38.75370257440751
62,zelda_256,96,2,9.440322875976562,11.014631126541788,38.38093512665499
63,zelda_256,96,3,10.35308837890625,10.04354163596168,37.98010439495854
64,zelda_256,96,4,9.484771728515623,10.96301283474422,38.360534777506615
65,zelda_256,104,0,10.557662963867188,9.848929119086812,37.89512567123127
66,zelda_256,104,1,10.977935791015623,9.4718785183126,37.7255967456525
67,zelda_256,104,2,9.457382202148438,10.994762818268503,38.37309420289914
68,zelda_256,104,3,10.947219848632812,9.498454916598948,37.73776520933838
69,zelda_256,104,4,8.682022094726562,11.976665465697687,38.74459474135372
70,zelda_256,112,0,10.874954223632812,9.561573506982592,37.76652923330018
71,zelda_256,112,1,11.7950439453125,8.815708926261319,37.41380797573285
72,zelda_256,112,2,11.17718505859375,9.303028772382008,37.64747919343438
73,zelda_256,112,3,12.132904052734377,8.570221419570341,37.29115597665998
74,zelda_256,112,4,10.706497192382812,9.712016201556022,37.834329534201096
75,zelda_256,120,0,11.699111938476562,8.887997203647258,37.449274644941454
76,zelda_256,120,1,12.213226318359377,8.513857967081705,37.26249955958814
77,zelda_256,120,2,9.861679077148438,10.544013182834464,38.19129495434029
78,zelda_256,120,3,11.332061767578123,9.17588311174188,37.58771427807612
79,zelda_256,120,4,12.796112060546877,8.126036541594026,37.060023261529295
80,zelda_256,128,0,11.836959838867188,8.784491593264299,37.39840186753247
81,zelda_256,128,1,12.386993408203123,8.394423954845687,37.20114454385338
82,zelda_256,128,2,10.90496826171875,9.5352569304908,37.754559549403965
83,zelda_256,128,3,12.351318359375,8.418670069775256,37.21367044920503
84,zelda_256,128,4,11.667144775390623,8.912349696188162,37.46115773889349
