,im,L,k,MSE,SNR,PSNR
0,lena_256,0,0,0.0,inf,inf
1,lena_256,0,1,0.0,inf,inf
2,lena_256,0,2,0.0,inf,inf
3,lena_256,0,3,0.0,inf,inf
4,lena_256,0,4,0.0,inf,inf
5,lena_256,8,0,0.6117134690284729,171.52544210676783,50.26532317740808
6,lena_256,8,1,0.6158464550971985,170.37432358235026,50.23607914963587
7,lena_256,8,2,0.6616395115852356,158.5824627770232,49.92458928484452
8,lena_256,8,3,0.5056211352348328,207.51589659922325,51.09255141471713
9,lena_256,8,4,0.8627529144287109,121.6158432652195,48.77193925830298
10,lena_256,16,0,1.2579803466796875,83.4070448673629,47.134065046515346
11,lena_256,16,1,1.4533308744430542,72.19582619682707,46.50715861101132
12,lena_256,16,2,1.0285310745239258,102.01385822624718,48.00862943504741
13,lena_256,16,3,1.430026650428772,73.37235511402072,46.57736229678159
14,lena_256,16,4,1.3777555227279663,76.15605344119564,46.73908200299073
15,lena_256,24,0,1.967451810836792,53.330110877352176,45.19176256962077
16,lena_256,24,1,1.0172944068908691,103.14066656323342,48.056337041251105
17,lena_256,24,2,2.4576027393341064,42.69380951544796,44.225686784356725
18,lena_256,24,3,2.3048365116119385,45.52358602840434,44.50440235750885
19,lena_256,24,4,2.116663694381714,49.570663254760596,44.8742850014498
20,lena_256,32,0,2.8341898918151855,37.02095738919368,43.606514160839545
21,lena_256,32,1,3.2967357635498047,31.826761603967512,42.94996221438143
22,lena_256,32,2,2.327498435974121,45.080341020233476,44.46190963050421
23,lena_256,32,3,2.0792694091796875,50.46215884990497,44.951695967217226
24,lena_256,32,4,2.6215577125549316,40.02369381962438,43.94520937891885
25,lena_256,40,0,3.2934653759002686,31.858365351447592,42.95427258790848
26,lena_256,40,1,3.63946533203125,28.829625685488605,42.52042774033127
27,lena_256,40,2,3.5858871936798096,29.26038036073879,42.58483737642016
28,lena_256,40,3,3.352569341659546,31.29671977666988,42.87702591678004
29,lena_256,40,4,3.9292993545532227,26.703087179190952,42.18765243973099
30,lena_256,48,0,4.114553928375244,25.500801555712265,41.98757601986944
31,lena_256,48,1,4.30784273147583,24.35660486190201,41.78820520953887
32,lena_256,48,2,3.9599733352661133,26.496244882093993,42.15388099282241
33,lena_256,48,3,3.6343472003936768,28.870225499205993,42.52653946423062
34,lena_256,48,4,4.277470588684082,24.52954872333846,41.81893328795304
35,lena_256,56,0,4.398889064788818,23.852482222761086,41.697373511887434
36,lena_256,56,1,5.6606245040893555,18.53583878280105,40.60216013828334
37,lena_256,56,2,4.925625324249268,21.301746744970973,41.20618987428905
38,lena_256,56,3,4.0135016441345215,26.142862896571586,42.09556915645961
39,lena_256,56,4,5.711831569671631,18.369663379938473,40.56304968374421
40,lena_256,64,0,7.016623497009277,14.95369151023933,39.669521873971206
41,lena_256,64,1,6.558099269866943,15.999212408979323,39.96302374574647
42,lena_256,64,2,5.5453715324401855,18.921080869689266,40.691497122613185
43,lena_256,64,3,6.041452407836914,17.36741699424239,40.31939002233226
44,lena_256,64,4,6.014363765716553,17.445639689416545,40.338906689514786
45,lena_256,72,0,5.972739219665527,17.567219890047234,40.36906807770375
46,lena_256,72,1,6.4623003005981445,16.236389263442575,40.02693225220581
47,lena_256,72,2,7.373858451843262,14.229242926618047,39.453855642093416
48,lena_256,72,3,6.455202579498291,16.254241741539325,40.03170484865356
49,lena_256,72,4,5.990388870239258,17.51546109786738,40.35625345036637
50,lena_256,80,0,5.772619724273682,18.17622296798273,40.517074119071566
51,lena_256,80,1,6.7832722663879395,15.46811319039759,39.81641111779177
52,lena_256,80,2,6.867859840393066,15.277601124103361,39.76258937390825
53,lena_256,80,3,7.259682655334473,14.453031654307111,39.52162724196654
54,lena_256,80,4,7.046137809753418,14.891054653023499,39.65129227922462
55,lena_256,88,0,8.394661903381348,12.49894569017844,38.890771513351964
56,lena_256,88,1,8.862458229064941,11.839200874726581,38.655261596081665
57,lena_256,88,2,7.831862449645996,13.397122829004239,39.192153094840016
58,lena_256,88,3,8.753636360168457,11.986381304940824,38.70891859492398
59,lena_256,88,4,7.313074588775635,14.347511698952879,39.489803578896534
60,lena_256,96,0,8.809272766113281,11.91067934930875,38.6814030338665
61,lena_256,96,1,8.63588809967041,12.149812735736802,38.76773354580719
62,lena_256,96,2,7.28212308883667,14.408493503580049,39.50822345381389
63,lena_256,96,3,9.488152503967285,11.058467196211417,38.35898704335583
64,lena_256,96,4,9.28768253326416,11.297158666005535,38.451729987118874
65,lena_256,104,0,9.602107048034668,10.92722906471336,38.30713817523494
66,lena_256,104,1,8.427762985229492,12.449854534550166,38.87368047464639
67,lena_256,104,2,8.798389434814453,11.925412485448385,38.68677180034532
68,lena_256,104,3,9.746315956115723,10.765547073397958,38.24239874633902
69,lena_256,104,4,10.022016525268555,10.469392357638508,38.12125246354186
70,lena_256,112,0,9.173426628112793,11.437865856606198,38.50548769177964
71,lena_256,112,1,8.575701713562012,12.235083113005329,38.79810694210327
72,lena_256,112,2,10.47196102142334,10.019558228217335,37.93052343846626
73,lena_256,112,3,9.731775283813477,10.78163234947385,38.248882887766754
74,lena_256,112,4,10.82952880859375,9.688733930372933,37.78470799928594
75,lena_256,120,0,10.122578620910645,10.365384863598546,38.0778920229878
76,lena_256,120,1,10.901548385620117,9.624726644902653,37.75592174159139
77,lena_256,120,2,11.183924674987793,9.381717623012152,37.64486127479476
78,lena_256,120,3,10.951254844665527,9.581041141498341,37.73616475400449
79,lena_256,120,4,10.3040132522583,10.182869591591166,38.000739522944336
80,lena_256,128,0,12.509958267211914,8.387272041728231,37.15824499963444
81,lena_256,128,1,12.020316123962402,8.728923776688989,37.3316447148013
82,lena_256,128,2,11.941144943237305,8.786797557230546,37.36034390968116
83,lena_256,128,3,11.912395477294922,8.808003681355261,37.370812578266225
84,lena_256,128,4,13.799072265625,7.603730250703278,36.732304718191074
