,im,L,k,MSE,SNR,PSNR
0,airplane_256,0,0,0.0,inf,inf
1,airplane_256,0,1,0.0,inf,inf
2,airplane_256,0,2,0.0,inf,inf
3,airplane_256,0,3,0.0,inf,inf
4,airplane_256,0,4,0.0,inf,inf
5,airplane_256,8,0,1.14764404296875,101.24977397223847,47.53273154117877
6,airplane_256,8,1,1.4937591552734375,77.78944787782828,46.38799780769807
7,airplane_256,8,2,1.38616943359375,83.82719827396416,46.712640428738794
8,airplane_256,8,3,1.4933013916015625,77.81329382312369,46.389328910534104
9,airplane_256,8,4,1.55291748046875,74.82606217820225,46.21931982234803
10,airplane_256,16,0,1.939697265625,59.90558527375708,45.25346407292286
11,airplane_256,16,1,1.843505859375,63.03137001721626,45.474358385676595
12,airplane_256,16,2,1.498138427734375,77.56205821841071,46.375284169145885
13,airplane_256,16,3,1.6095123291015625,72.19497350233691,46.063860530738225
14,airplane_256,16,4,1.78558349609375,65.07603828405401,45.6130019771691
15,airplane_256,24,0,2.03790283203125,57.01876366467999,45.03896888027078
16,airplane_256,24,1,2.492767333984375,46.61433835681843,44.1639861597111
17,airplane_256,24,2,1.974945068359375,58.836421231553736,45.1752534031818
18,airplane_256,24,3,1.9978485107421875,58.161917345777546,45.12517806629104
19,airplane_256,24,4,2.082244873046875,55.80453166449268,44.94548559440007
20,airplane_256,32,0,2.665802001953125,43.588646068251805,43.87252471098573
21,airplane_256,32,1,2.225494384765625,52.212533424751456,44.65653858033858
22,airplane_256,32,2,2.663909912109375,43.61960568672601,43.87560827057085
23,airplane_256,32,3,2.191009521484375,53.0343199387144,44.724360959867404
24,airplane_256,32,4,2.1408538818359375,54.2768009237151,44.824933341516584
25,airplane_256,40,0,2.5696868896484375,45.21901108623751,44.03200152082189
26,airplane_256,40,1,2.9752655029296875,39.0549010959705,43.39554634059694
27,airplane_256,40,2,2.7725830078125,41.90990842248932,43.70195803595757
28,airplane_256,40,3,2.8375396728515625,40.95051112867752,43.60138418568029
29,airplane_256,40,4,2.288970947265625,50.76460235984268,44.534400804355236
30,airplane_256,48,0,3.2987518310546875,35.22505053495354,42.94730716573726
31,airplane_256,48,1,2.8352813720703125,40.98312819878049,43.604841963078236
32,airplane_256,48,2,3.00567626953125,38.6597522591126,43.35138158378626
33,airplane_256,48,3,3.04571533203125,38.15153002945833,43.293910513312326
34,airplane_256,48,4,3.1003570556640625,37.47913477865,43.21668648202976
35,airplane_256,56,0,3.5682220458984375,32.56487361394416,42.60628488732239
36,airplane_256,56,1,3.3134918212890625,35.06835272826072,42.92794457911042
37,airplane_256,56,2,3.7106781005859375,31.314680713701204,42.43627079707711
38,airplane_256,56,3,3.2623291015625,35.61832553788587,42.995525906188504
39,airplane_256,56,4,3.1996612548828125,36.31593806183325,43.07976358461242
40,airplane_256,64,0,3.48974609375,33.29717888624598,42.70286531070536
41,airplane_256,64,1,3.796661376953125,30.605494779316608,42.33678496590563
42,airplane_256,64,2,4.0433807373046875,28.738006015389434,42.06335723089715
43,airplane_256,64,3,3.5055084228515625,33.14745992156248,42.68329345918772
44,airplane_256,64,4,4.103515625,28.316865480723465,41.999242694377884
45,airplane_256,72,0,3.9981231689453125,29.063311719289675,42.11224191703788
46,airplane_256,72,1,3.3727569580078125,34.4521414966725,42.850953139565135
47,airplane_256,72,2,3.000701904296875,38.7238398405321,43.358575069789474
48,airplane_256,72,3,3.8313140869140625,30.328680268749327,42.29732604441541
49,airplane_256,72,4,3.6324615478515625,31.988969028425966,42.52879335184643
50,airplane_256,80,0,3.7663421630859375,30.85187030802452,42.371605887905645
51,airplane_256,80,1,3.8934783935546875,29.844444531534744,42.227425919002116
52,airplane_256,80,2,4.0333251953125,28.809653158197392,42.07417121544125
53,airplane_256,80,3,4.1150970458984375,28.237171239251428,41.98700279278015
54,airplane_256,80,4,3.3875579833984375,34.301612111329824,42.83193623286712
55,airplane_256,88,0,4.2069091796875,27.62091953689464,41.89117224459736
56,airplane_256,88,1,4.887847900390625,23.772977866575093,41.239626777596
57,airplane_256,88,2,4.0254058837890625,28.866331323040534,42.08270683815519
58,airplane_256,88,3,3.555908203125,32.67764332303467,42.621298198719984
59,airplane_256,88,4,4.509185791015625,25.769330725447865,41.58982231050237
60,airplane_256,96,0,4.1142120361328125,28.243245348237764,41.98793690487946
61,airplane_256,96,1,4.56292724609375,25.46582351288808,41.53836816678181
62,airplane_256,96,2,3.7661895751953125,30.853120277448028,42.37178183958089
63,airplane_256,96,3,4.845733642578125,23.979588752086155,41.277208224526646
64,airplane_256,96,4,4.00323486328125,29.026201039808505,42.10669290664153
65,airplane_256,104,0,5.2738037109375,22.033186352799575,40.909563993928835
66,airplane_256,104,1,4.769317626953125,24.363799822115293,41.346241143326466
67,airplane_256,104,2,4.757080078125,24.426475493969722,41.35739898706976
68,airplane_256,104,3,6.04681396484375,19.216516437706293,40.31553753479868
69,airplane_256,104,4,4.540863037109375,25.589562821331363,41.55941958091514
70,airplane_256,112,0,5.8773651123046875,19.77054304622007,40.4389769017497
71,airplane_256,112,1,5.966949462890625,19.473719473213144,40.37328001267599
72,airplane_256,112,2,4.420013427734375,26.289218766182206,41.67656772156356
73,airplane_256,112,3,4.9239501953125,23.598674913850807,41.20766709380838
74,airplane_256,112,4,5.729644775390625,20.280262478095757,40.549526633106154
75,airplane_256,120,0,27.6549072265625,4.201738917408596,33.713081549804464
76,airplane_256,120,1,5.6764068603515625,20.470467112354807,40.5900684461225
77,airplane_256,120,2,6.248199462890625,18.597149569456043,40.17325475682078
78,airplane_256,120,3,29.603378295898438,3.9251837675320744,33.41739085905331
79,airplane_256,120,4,5.951080322265625,19.525648060306146,40.384845488519275
80,airplane_256,128,0,1232.3228759765625,0.09429241493150846,17.223558503741714
81,airplane_256,128,1,597.1456298828125,0.19459022077072793,20.370001025329536
82,airplane_256,128,2,592.67138671875,0.19605923713390527,20.402664002057772
83,airplane_256,128,3,861.35546875,0.13490214454643162,18.778979454683316
84,airplane_256,128,4,1213.160400390625,0.09578181080898875,17.291621351050825
85,arctichare_256,0,0,0.0,inf,inf
86,arctichare_256,0,1,0.0,inf,inf
87,arctichare_256,0,2,0.0,inf,inf
88,arctichare_256,0,3,0.0,inf,inf
89,arctichare_256,0,4,0.0,inf,inf
90,arctichare_256,8,0,4943.54931640625,0.012851818761606256,11.190414898711945
91,arctichare_256,8,1,5084.6474609375,0.01249518286992534,11.068195139487923
92,arctichare_256,8,2,2657.3955078125,0.02390822128912789,13.886241643508937
93,arctichare_256,8,3,2329.342041015625,0.027275341592089285,14.458470957686796
94,arctichare_256,8,4,7012.76806640625,0.009059703565253362,9.671908851725497
95,arctichare_256,16,0,1861.2547607421875,0.0341348219456971,15.43274539262054
96,arctichare_256,16,1,3577.5400390625,0.017759018532232752,12.594958578779975
97,arctichare_256,16,2,3206.02880859375,0.019816914833458144,13.07112940367849
98,arctichare_256,16,3,6383.14453125,0.009953338756857813,10.080456827527373
99,arctichare_256,16,4,3046.977783203125,0.020851349886353995,13.292110732574667
100,arctichare_256,24,0,3460.473876953125,0.01835979756317526,12.73944785758967
101,arctichare_256,24,1,4510.22900390625,0.014086557422802702,11.588817674139204
102,arctichare_256,24,2,5274.96533203125,0.012044363489503829,10.908607511459532
103,arctichare_256,24,3,4113.28515625,0.01544595072796702,11.988915425590639
104,arctichare_256,24,4,5601.61279296875,0.011342019200838766,10.647672756036599
105,arctichare_256,32,0,4981.04638671875,0.01275507090697226,11.157597746861828
106,arctichare_256,32,1,6447.59033203125,0.009853851839482486,10.03682925462682
107,arctichare_256,32,2,4879.56787109375,0.013020333261452235,11.246989977810156
108,arctichare_256,32,3,6851.751953125,0.009272606522852703,9.77278728602893
