im,L,k,qs,MSE,SNR,PSNR
boat_256,0,0,1,0.0,inf,inf
boat_256,0,1,1,0.0,inf,inf
boat_256,0,2,1,0.0,inf,inf
boat_256,0,3,1,0.0,inf,inf
boat_256,0,4,1,0.0,inf,inf
boat_256,8,0,1,2.3584136962890625,45.2958896487471,44.40460372552975
boat_256,8,1,1,2.099700927734375,50.8769821083383,44.90922920745596
boat_256,8,2,1,0.6230621337890625,171.45392207283325,50.185490027862684
boat_256,8,3,1,2.073028564453125,51.53158444846825,44.96475074548819
boat_256,8,4,1,1.4206390380859375,75.1960516846933,46.60596616284118
boat_256,16,0,1,3.394287109375,31.472425016183557,42.82331786073172
boat_256,16,1,1,1.3122711181640625,81.40577435146103,46.95056790341566
boat_256,16,2,1,2.795379638671875,38.21536261312897,43.66639563391792
boat_256,16,3,1,1.7393035888671875,61.41909165080229,45.72704967788474
boat_256,16,4,1,2.8086395263671875,38.0349437976389,43.645843574283305
boat_256,24,0,1,3.434478759765625,31.10412205329613,42.77219526003502
boat_256,24,1,1,2.1667022705078125,49.303703599371815,44.77281122441009
boat_256,24,2,1,2.4062957763671875,44.39456179176786,44.317313520996684
boat_256,24,3,1,2.730560302734375,39.12253702151439,43.768285887655864
boat_256,24,4,1,2.802734375,38.115080574912895,43.6549842077373
boat_256,32,0,1,3.0760650634765625,34.728279255728125,43.25084843649438
boat_256,32,1,1,3.189483642578125,33.49333575727422,43.09359981676078
boat_256,32,2,1,3.27655029296875,32.60332880055139,42.97663522379758
boat_256,32,3,1,3.2439117431640625,32.93136650783422,43.02011330981766
boat_256,32,4,1,3.2887115478515625,32.482765660305574,42.96054577585936
boat_256,40,0,1,3.3277130126953125,32.10206112295665,42.90934495886572
boat_256,40,1,1,3.15313720703125,33.87941580689495,43.143374916233185
boat_256,40,2,1,2.90826416015625,36.7320300530966,43.494465095447914
boat_256,40,3,1,3.2616729736328125,32.75204086883704,42.996399458149284
boat_256,40,4,1,3.6478271484375,29.284952983301544,42.51046109681462
boat_256,48,0,1,3.896148681640625,27.41847276942719,42.22444839154144
boat_256,48,1,1,3.7770538330078125,28.28300873014911,42.35927186151153
boat_256,48,2,1,4.2077178955078125,25.388214986382938,41.89033745818048
