im,L,k,qs,MSE,SNR,PSNR
peppers_256,0,0,1.0,0.0,inf,inf
peppers_256,0,1,1.0,0.0,inf,inf
peppers_256,0,2,1.0,0.0,inf,inf
peppers_256,0,3,1.0,0.0,inf,inf
peppers_256,0,4,1.0,0.0,inf,inf
peppers_256,8,0,1.0,1.41064453125,78.59774143302181,46.63662771327506
peppers_256,8,1,1.0,1.197479248046875,92.589056805729,47.34812364908092
peppers_256,8,2,1.0,0.89874267578125,123.36509337860781,48.59444996704508
peppers_256,8,3,1.0,1.7549591064453125,63.177240833644895,45.688133597538524
peppers_256,8,4,1.0,1.5738067626953125,70.44922969527153,46.16128953713365
peppers_256,16,0,1.0,2.039947509765625,54.35114069863116,45.034613682030056
peppers_256,16,1,1.0,1.9471588134765625,56.941156188043166,45.236789861307656
peppers_256,16,2,1.0,2.5428009033203125,43.60289237600888,44.07768003828007
peppers_256,16,3,1.0,2.02392578125,54.78139324487334,45.06885778285411
peppers_256,16,4,1.0,2.3211669921875,47.766263476203,44.473739747520646
peppers_256,24,0,1.0,1.9344329833984375,57.315748373101954,45.26526672271699
peppers_256,24,1,1.0,2.6978302001953125,41.09727666072792,43.82065748904459
peppers_256,24,2,1.0,3.7454071044921875,29.60251610248555,42.39581330921767
peppers_256,24,3,1.0,3.0840911865234375,35.95012838971101,43.239531506269614
peppers_256,24,4,1.0,2.1605072021484375,51.318261753925036,44.78524642477958
peppers_256,32,0,1.0,2.7317657470703125,40.58674292991638,43.76636905652178
peppers_256,32,1,1.0,2.836578369140625,39.087047735855144,43.60285574089997
peppers_256,32,2,1.0,2.91815185546875,37.994415511074855,43.47972472804606
peppers_256,32,3,1.0,2.7653350830078125,40.09404675852099,43.71332597421006
peppers_256,32,4,1.0,3.145294189453125,35.250589433852426,43.15419088231039
peppers_256,40,0,1.0,3.6266021728515625,30.572273670126602,42.535804434488675
peppers_256,40,1,1.0,3.0848846435546875,35.94088172883351,43.238414322407365
peppers_256,40,2,1.0,3.4439849853515625,32.193367448660865,42.76019111464103
peppers_256,40,3,1.0,2.9304962158203125,37.834368637823935,43.4613919595881
peppers_256,40,4,1.0,3.6175384521484375,30.64887231682266,42.54667204776315
peppers_256,48,0,1.0,3.8912353515625,28.49312984283339,42.22992862062671
peppers_256,48,1,1.0,4.163177490234375,26.63193543421371,41.93655434154516
peppers_256,48,2,1.0,3.5082244873046875,31.603870995802797,42.679929852735754
peppers_256,48,3,1.0,3.9423980712890625,28.12335845244592,42.173198871862986
peppers_256,48,4,1.0,3.9723052978515625,27.91161952759777,42.14037741367587
peppers_256,56,0,1.0,3.272735595703125,33.877919825439896,42.98169440792271
peppers_256,56,1,1.0,4.46087646484375,24.854638991886382,41.63660164387008
peppers_256,56,2,1.0,4.121368408203125,26.90210219994224,41.98038923121188
peppers_256,56,3,1.0,4.1883697509765625,26.471749323288,41.91035346476072
peppers_256,56,4,1.0,4.539093017578125,24.42634986587063,41.56111278233681
peppers_256,64,0,1.0,3.4096527099609375,32.51752701886286,42.803702146697006
peppers_256,64,1,1.0,4.577667236328125,24.22051852987647,41.52436141485052
peppers_256,64,2,1.0,4.927215576171875,22.50225759499551,41.20478796869086
peppers_256,64,3,1.0,3.9922027587890625,27.772505761887835,42.11867770440187
