im,L,k,qs,MSE,SNR,PSNR
airplane_256,64,0,1.9,15.637725830078125,7.430664868651899,36.18906766316804
airplane_256,64,1,1.9,15.901824951171875,7.3072556331094995,36.116333924755686
airplane_256,64,2,1.9,17.954132080078125,6.471975333193954,35.58915945109149
airplane_256,64,3,1.9,14.309722900390625,8.120262059581874,36.574491368912554
airplane_256,64,4,1.9,12.159805297851562,9.555967147903452,37.281537397754086
arctichare_256,64,0,1.9,12.312088012695312,5.160261995203777,37.227486494886655
arctichare_256,64,1,1.9,14.733978271484375,4.312046528294149,36.44760335812015
arctichare_256,64,2,1.9,12.412811279296875,5.118389253164775,37.19210208312236
arctichare_256,64,3,1.9,11.215591430664062,5.664756981055066,37.63258180737479
arctichare_256,64,4,1.9,14.902755737304688,4.263211514262282,36.398137776338146
baboon_256,64,0,1.9,18.269821166992188,5.423810959542516,35.51346064559083
baboon_256,64,1,1.9,12.986404418945312,7.630445893849792,36.99591437444258
baboon_256,64,2,1.9,15.611312866210938,6.347451820588934,36.196409333612024
baboon_256,64,3,1.9,15.206787109375,6.5163045659607945,36.31042894879529
baboon_256,64,4,1.9,12.621322631835938,7.851162605134975,37.1197549236157
barbara_256,64,0,1.9,13.739578247070312,7.866917952061055,36.75106959132828
barbara_256,64,1,1.9,17.510665893554688,6.172702707177458,35.69777699170669
barbara_256,64,2,1.9,14.591156005859375,7.40778418942406,36.48990659990391
barbara_256,64,3,1.9,14.584503173828125,7.411163306514893,36.491887215507134
barbara_256,64,4,1.9,15.597549438476562,6.929815173336751,36.200239900100655
boat_256,64,0,1.9,17.170883178710938,6.221371691914502,35.7828772733912
boat_256,64,1,1.9,14.64483642578125,7.294478642666322,36.47395835637409
boat_256,64,2,1.9,14.642547607421875,7.2956188634179995,36.47463716140799
boat_256,64,3,1.9,18.600387573242188,5.743237667094615,35.43558367232426
boat_256,64,4,1.9,16.131134033203125,6.622376722759821,36.05415461113775
fruits_256,64,0,1.9,17.074966430664062,6.634137753848216,35.807205023352296
fruits_256,64,1,1.9,10.47442626953125,10.814690612016571,37.92950116800037
fruits_256,64,2,1.9,15.329681396484375,7.389434686446768,36.27547232053106
fruits_256,64,3,1.9,14.400802612304688,7.86606708618934,36.54693663190628
fruits_256,64,4,1.9,11.231231689453125,10.085953399904898,37.626529744550126
lena_256,64,0,1.9,15.902328491210938,6.598054069614029,36.11619640519504
lena_256,64,1,1.9,15.560821533203125,6.742858851885773,36.21047839042109
lena_256,64,2,1.9,16.339889526367188,6.421366744766545,35.998312449170044
lena_256,64,3,1.9,14.2464599609375,7.364947046878079,36.59373399009556
lena_256,64,4,1.9,12.373672485351562,8.479650915440592,37.20581744228939
monarch_256,64,0,1.9,13.93939208984375,7.998249650805883,36.68836526688644
monarch_256,64,1,1.9,19.412155151367188,5.743346735366827,35.250066071184726
monarch_256,64,2,1.9,17.398818969726562,6.407948614732396,35.72560591455347
monarch_256,64,3,1.9,14.851028442382812,7.507273879892364,36.41323831027058
monarch_256,64,4,1.9,15.38909912109375,7.244786523092787,36.25867163920735
peppers_256,64,0,1.9,14.705764770507812,7.53945652275418,36.455927460353635
peppers_256,64,1,1.9,15.32574462890625,7.234459193060849,36.276587761852085
peppers_256,64,2,1.9,13.686782836914062,8.100769584950338,36.767789843462324
peppers_256,64,3,1.9,13.608718872070312,8.147238190704606,36.7926311832283
peppers_256,64,4,1.9,16.376632690429688,6.77022414906374,35.98855752472955
zelda_256,64,0,1.9,17.649154663085938,5.891595160181731,35.66356451934382
zelda_256,64,1,1.9,16.34344482421875,6.362286244589593,35.997367596831545
zelda_256,64,2,1.9,16.477294921875,6.310603450830481,35.961944457963185
zelda_256,64,3,1.9,18.417861938476562,5.645697342160488,35.47841147722356
zelda_256,64,4,1.9,15.606033325195312,6.662915042380546,36.1978783089297
