im,L,k,qs,MSE,SNR,PSNR
airplane_256,64,0,0.4,8.909774780273438,13.041710123631855,38.63213634712145
airplane_256,64,1,0.4,9.6654052734375,12.022123921746928,38.27860292019378
airplane_256,64,2,0.4,9.637298583984375,12.057185832581263,38.291250463098805
airplane_256,64,3,0.4,9.575393676757812,12.135135522753385,38.3192372254799
airplane_256,64,4,0.4,9.543426513671875,12.175784010565396,38.3337602717031
arctichare_256,64,0,0.4,9.140472412109375,6.950800460744871,38.5211171867124
arctichare_256,64,1,0.4,9.9559326171875,6.381481504187152,38.14998412272724
arctichare_256,64,2,0.4,10.587234497070312,6.000962751046703,37.8829782847631
arctichare_256,64,3,0.4,7.2404937744140625,8.774760649339427,39.533121764123315
arctichare_256,64,4,0.4,8.909912109375,7.130665159610905,38.63206940849185
baboon_256,64,0,0.4,11.552520751953125,8.577526792813687,37.50403603547271
baboon_256,64,1,0.4,11.474411010742188,8.635916578345105,37.533499587152136
baboon_256,64,2,0.4,12.67767333984375,7.816265147247859,37.100408035669126
baboon_256,64,3,0.4,10.24700927734375,9.670339275822428,38.02483231463632
baboon_256,64,4,0.4,9.270904541015625,10.688499254416717,38.45958251533877
barbara_256,64,0,0.4,10.982635498046875,9.84173013707385,37.723737907979725
barbara_256,64,1,0.4,10.299560546875,10.494441415601962,38.00261665884946
barbara_256,64,2,0.4,11.567581176757812,9.344056731825779,37.498378049765655
barbara_256,64,3,0.4,9.527435302734375,11.344935056615256,38.341043525458105
barbara_256,64,4,0.4,9.885452270507812,10.934060658822295,38.18083817304955
boat_256,64,0,0.4,13.718490600585938,7.787040837323635,36.757740308308314
boat_256,64,1,0.4,14.300811767578125,7.469956829681035,36.57719670523572
boat_256,64,2,0.4,12.199310302734375,8.756761151428279,37.26745082667228
boat_256,64,3,0.4,9.769378662109375,10.934825051620784,38.232134176402546
boat_256,64,4,0.4,10.9320068359375,9.771897158170956,37.743804662767594
fruits_256,64,0,0.4,12.247451782226562,9.249081478952817,37.250346225377996
fruits_256,64,1,0.4,13.421493530273438,8.44002041858091,36.8527951449355
fruits_256,64,2,0.4,12.035232543945312,9.412172056479884,37.326258747673265
fruits_256,64,3,0.4,11.601455688476562,9.764091893733239,37.48567875278172
fruits_256,64,4,0.4,11.827972412109375,9.577100410496957,37.40170057973133
lena_256,64,0,0.4,10.379776000976562,10.108544077242303,37.96892379473921
lena_256,64,1,0.4,8.891616821289062,11.800376166295706,38.6409962208898
lena_256,64,2,0.4,9.5374755859375,11.001278301826419,38.33646921612045
lena_256,64,3,0.4,10.241653442382812,10.244871475885619,38.027102848008184
lena_256,64,4,0.4,11.882858276367188,8.829897721362945,37.381594434257465
monarch_256,64,0,0.4,10.21044921875,10.919278430012913,38.04035511148035
monarch_256,64,1,0.4,12.503463745117188,8.9167881946775,37.16050021698961
monarch_256,64,2,0.4,10.62493896484375,10.493306200058594,37.86753916950992
monarch_256,64,3,0.4,11.5714111328125,9.635016562404397,37.49694036503555
monarch_256,64,4,0.4,12.00396728515625,9.287824205661174,37.33755557711853
peppers_256,64,0,0.4,10.247329711914062,10.819743019704601,38.02469650838682
peppers_256,64,1,0.4,9.69677734375,11.43405382949796,38.26452937361594
peppers_256,64,2,0.4,11.93316650390625,9.291203142502033,37.36324660474932
peppers_256,64,3,0.4,9.076629638671875,12.21526916210246,38.55155745942791
peppers_256,64,4,0.4,9.829116821289062,11.280105439478639,38.20565864080763
zelda_256,64,0,0.4,12.013595581054688,8.655333325712572,37.33407352856421
zelda_256,64,1,0.4,9.940567016601562,10.46033631891199,38.156692033158805
zelda_256,64,2,0.4,12.41839599609375,8.373196846601102,37.19014856414773
zelda_256,64,3,0.4,9.664505004882812,10.759130875487273,38.279007455610845
zelda_256,64,4,0.4,9.61907958984375,10.809940101142773,38.299468426945
