im,L,k,qs,MSE,SNR,PSNR
airplane_256,64,0,1.3,5.950225830078125,19.528452073834348,40.38546911963631
airplane_256,64,1,1.3,7.2352142333984375,16.060160238903173,39.53628965840593
airplane_256,64,2,1.3,5.119171142578125,22.698733196220452,41.03880711873465
airplane_256,64,3,1.3,5.98760986328125,19.406524908002975,40.35826865747324
airplane_256,64,4,1.3,6.3011016845703125,18.441013297041522,40.136638727316836
arctichare_256,64,0,1.3,5.71710205078125,11.112902881422883,40.55904416389232
arctichare_256,64,1,1.3,5.5258331298828125,11.497560342518522,40.706825949934114
arctichare_256,64,2,1.3,4.8085479736328125,13.212637203974195,41.31066407621055
arctichare_256,64,3,1.3,5.548614501953125,11.450353927300528,40.68895808245179
arctichare_256,64,4,1.3,5.7918243408203125,10.969531552560378,40.502649791168864
baboon_256,64,0,1.3,6.4017181396484375,15.478978316882895,40.06783812129791
baboon_256,64,1,1.3,6.106842041015625,16.226399112483698,40.27263674145744
baboon_256,64,2,1.3,5.5373687744140625,17.895152067942142,40.697769135055225
baboon_256,64,3,1.3,7.481109619140625,13.245636184889513,39.39114342451372
baboon_256,64,4,1.3,5.5635528564453125,17.81093104195407,40.6772814245621
barbara_256,64,0,1.3,6.1254119873046875,17.645855493417365,40.25945056762637
barbara_256,64,1,1.3,5.186370849609375,20.840803309267006,40.982167932512695
barbara_256,64,2,1.3,6.1897735595703125,17.46237301338829,40.214055993482596
barbara_256,64,3,1.3,5.754150390625,18.784377784377785,40.530991524333395
barbara_256,64,4,1.3,5.207427978515625,20.756529943681617,40.964570887290755
boat_256,64,0,1.3,6.66925048828125,16.017758925221244,39.890033316130925
boat_256,64,1,1.3,6.3808135986328125,16.74182216451086,40.08204303013676
boat_256,64,2,1.3,5.08294677734375,21.01663684722439,41.06964798563777
boat_256,64,3,1.3,6.8788299560546875,15.529740844832979,39.75565786999047
boat_256,64,4,1.3,4.705230712890625,22.70376375818032,41.404994377000094
fruits_256,64,0,1.3,5.742279052734375,19.72695482108597,40.539960671487435
fruits_256,64,1,1.3,5.04888916015625,22.43615889556461,41.09884524270443
fruits_256,64,2,1.3,6.49908447265625,17.429790291225665,40.00228179067777
fruits_256,64,3,1.3,5.5523529052734375,20.401743436691866,40.68603298964689
fruits_256,64,4,1.3,6.8116302490234375,16.63003940350398,39.79829295442154
lena_256,64,0,1.3,4.63482666015625,22.638262638766346,41.47046864446799
lena_256,64,1,1.3,5.7750244140625,18.168654484347588,40.51526536308886
lena_256,64,2,1.3,7.00616455078125,14.97601468781852,39.67600027678263
lena_256,64,3,1.3,5.4264984130859375,19.33556692189376,40.78560680526003
lena_256,64,4,1.3,7.0210113525390625,14.944346042088197,39.66680685605478
monarch_256,64,0,1.3,4.8064117431640625,23.196251980202735,41.3125938879773
monarch_256,64,1,1.3,4.9685821533203125,22.43914550965693,41.16847885784202
monarch_256,64,2,1.3,4.497802734375,24.787822965857895,41.60079956733854
monarch_256,64,3,1.3,5.5748748779296875,19.998787480669485,40.66845236310851
monarch_256,64,4,1.3,6.4698638916015625,17.23231582348488,40.02185216481767
peppers_256,64,0,1.3,7.039459228515625,15.750282872861114,39.65541062960479
peppers_256,64,1,1.3,5.7483673095703125,19.28782002787179,40.5353584994036
peppers_256,64,2,1.3,5.5959930419921875,19.813011433199087,40.65203195045668
peppers_256,64,3,1.3,7.41485595703125,14.952883071984196,39.42977642141959
peppers_256,64,4,1.3,4.9517974853515625,22.39055099669975,41.18317485920625
zelda_256,64,0,1.3,7.1319122314453125,14.579774795302495,39.59874370957068
zelda_256,64,1,1.3,6.47674560546875,16.05461763181454,40.0172352175919
zelda_256,64,2,1.3,5.5014801025390625,18.900672592880223,40.72600814302936
zelda_256,64,3,1.3,6.8563385009765625,15.165773127964089,39.769881100803616
zelda_256,64,4,1.3,4.448272705078125,23.375741796502492,41.648889566913496
