,im,L,k,MSE,SNR,PSNR
0,peppers_256,0,0,0.0,inf,inf
1,peppers_256,0,1,0.0,inf,inf
2,peppers_256,0,2,0.0,inf,inf
3,peppers_256,0,3,0.0,inf,inf
4,peppers_256,0,4,0.0,inf,inf
5,peppers_256,8,0,0.7053375244140625,157.19208220659817,49.64683371660399
6,peppers_256,8,1,1.3806915283203125,80.30285682709841,46.729837007632796
7,peppers_256,8,2,1.2696380615234375,87.3268354825916,47.094004275387064
8,peppers_256,8,3,1.3673858642578125,81.08426232801044,46.77189274924018
9,peppers_256,8,4,1.7199859619140625,64.4618482802672,45.77555458546488
10,peppers_256,16,0,2.64471435546875,41.92266506658051,43.90701588293581
11,peppers_256,16,1,1.307891845703125,84.77266257554191,46.96508528772909
12,peppers_256,16,2,2.283966064453125,48.54427386058444,44.54390714065657
13,peppers_256,16,3,2.4501495361328125,45.25171728746427,44.238877700807194
14,peppers_256,16,4,1.4574432373046875,76.0739569701094,46.49488711471437
15,peppers_256,24,0,2.2490081787109375,49.29883100053599,44.610893260803124
16,peppers_256,24,1,1.8390960693359375,60.28693985579994,45.48475944684358
17,peppers_256,24,2,2.5771636962890625,43.021510151157216,44.01938355923068
18,peppers_256,24,3,1.7326812744140625,63.98953792502179,45.74361678992793
19,peppers_256,24,4,1.723480224609375,64.33115537848606,45.766740562352275
20,peppers_256,32,0,1.9933929443359375,55.620480867122374,45.13487444136422
21,peppers_256,32,1,2.0430450439453125,54.26873697654097,45.028024190415124
22,peppers_256,32,2,2.39190673828125,46.3535941207992,44.343361185947785
23,peppers_256,32,3,2.837158203125,39.07905946132002,43.601968076492206
24,peppers_256,32,4,2.6986846923828125,41.08426391346877,43.81928215236027
25,peppers_256,40,0,2.70709228515625,40.95666583996573,43.805772996851516
26,peppers_256,40,1,2.8854827880859375,38.424583428078876,43.52861872783477
27,peppers_256,40,2,2.6339263916015625,42.09437077460505,43.92476726980167
28,peppers_256,40,3,3.2288360595703125,34.338526972425036,43.04034366092759
29,peppers_256,40,4,2.7342681884765625,40.54959736150408,43.76239251125051
30,peppers_256,48,0,3.505645751953125,31.627118644067796,42.683123326654524
31,peppers_256,48,1,3.51129150390625,31.576265883293644,42.67613475212656
32,peppers_256,48,2,2.62884521484375,42.175733091871564,43.93315345061361
33,peppers_256,48,3,3.1201629638671875,35.534513871568784,43.18903083368701
34,peppers_256,48,4,2.9576873779296875,37.48654267805092,43.42128092902482
35,peppers_256,56,0,3.4145050048828125,32.4713169149093,42.79752607236713
36,peppers_256,56,1,3.0090179443359375,36.84706311898133,43.346555831966754
37,peppers_256,56,2,3.0634002685546875,36.19294391894921,43.268766147739235
38,peppers_256,56,3,3.7091827392578125,29.8916181582574,42.43802130748711
39,peppers_256,56,4,2.303558349609375,48.13139382377489,44.50681143370844
40,peppers_256,64,0,3.5103912353515625,31.584363875039664,42.67724839306476
41,peppers_256,64,1,3.845916748046875,28.828880442458917,42.28080481967836
42,peppers_256,64,2,3.81390380859375,29.070862739449804,42.31710625467769
43,peppers_256,64,3,3.8864898681640625,28.527920535521485,42.23522821003472
44,peppers_256,64,4,3.8443756103515625,28.840437397050945,42.28254547549401
45,peppers_256,72,0,3.6743316650390625,30.17514046868576,42.47902005361055
46,peppers_256,72,1,4.479034423828125,24.753878543834187,41.61895960619884
47,peppers_256,72,2,4.177490234375,26.54069019928701,41.921649175417414
48,peppers_256,72,3,3.8672637939453125,28.669746887884944,42.256765636726854
49,peppers_256,72,4,4.1807861328125,26.519767000496365,41.918224089871956
50,peppers_256,80,0,3.0196075439453125,36.717842470425936,43.331298591606064
51,peppers_256,80,1,3.7529449462890625,29.543059039735233,42.387081672777
52,peppers_256,80,2,3.4897003173828125,31.771631956134865,42.70292227918824
53,peppers_256,80,3,4.256622314453125,26.047289594998603,41.840152434663544
54,peppers_256,80,4,3.1989593505859375,34.659231947034776,43.080716393609784
55,peppers_256,88,0,3.8490753173828125,28.805223327373707,42.277239515650265
56,peppers_256,88,1,4.6719207763671875,23.731882330270853,41.43584891206694
57,peppers_256,88,2,4.438873291015625,24.97784163956742,41.65807612733313
58,peppers_256,88,3,4.0934600830078125,27.08551491227089,42.009898011036036
59,peppers_256,88,4,4.4420928955078125,24.959737837364358,41.65492724353658
60,peppers_256,96,0,4.99163818359375,22.211841091669417,41.14837262671804
61,peppers_256,96,1,4.1736602783203125,26.565045242665203,41.92563264786128
62,peppers_256,96,2,3.6691436767578125,30.217806629765327,42.48515642624803
63,peppers_256,96,3,4.562896728515625,24.298922530548367,41.538397213179856
64,peppers_256,96,4,4.0349884033203125,27.47801555758082,42.07238069983609
65,peppers_256,104,0,6.286712646484375,17.636160638437303,40.146567508276064
66,peppers_256,104,1,4.6757659912109375,23.712365915981085,41.43227593037834
67,peppers_256,104,2,4.947357177734375,22.410646763100267,41.1870709519355
68,peppers_256,104,3,5.9830474853515625,18.531270960584536,40.361579111690496
69,peppers_256,104,4,4.97808837890625,22.272299260676057,41.16017758243672
70,peppers_256,112,0,4.4517974853515625,24.905327451645743,41.64544961044135
71,peppers_256,112,1,4.869415283203125,22.769360934062835,41.25603546372823
72,peppers_256,112,2,4.5817413330078125,24.198981579850066,41.520497938710065
73,peppers_256,112,3,5.3077545166015625,20.888960439731033,40.88169532310536
74,peppers_256,112,4,4.752227783203125,23.330841697651568,41.36183111845674
75,peppers_256,120,0,20.132827758789062,5.507098925668378,35.09175582810396
76,peppers_256,120,1,5.4690093994140625,20.273045084357047,40.75171691084393
77,peppers_256,120,2,20.609024047851562,5.379850781078206,34.9902293486591
78,peppers_256,120,3,4.5020751953125,24.62719286353407,41.59667616396977
79,peppers_256,120,4,5.0816192626953125,21.818532320008167,41.070782381907065
