im,L,k,qs,MSE,SNR,PSNR
airplane_256,128,0,1.4,9.248031616210938,12.56469536149578,38.470310550680054
airplane_256,128,1,1.4,11.65057373046875,9.973646160213324,37.467330482233436
airplane_256,128,2,1.4,9.425933837890625,12.327553105038058,38.387559738147424
airplane_256,128,3,1.4,9.863479614257812,11.780700573781777,38.190502095488846
airplane_256,128,4,1.4,9.642669677734375,12.050469821597552,38.2888307117734
arctichare_256,128,0,1.4,7.080413818359375,8.973147824887613,39.63021719876164
arctichare_256,128,1,1.4,7.81396484375,8.130776260701118,39.2020890793355
arctichare_256,128,2,1.4,7.8683319091796875,8.074595808470326,39.17197689426797
arctichare_256,128,3,1.4,7.98797607421875,7.9536542502387775,39.106436054767485
arctichare_256,128,4,1.4,8.6932373046875,7.308393596854596,38.738988258752364
baboon_256,128,0,1.4,10.389724731445312,9.53750545233448,37.96476319489558
baboon_256,128,1,1.4,9.739089965820312,10.174673056946922,38.24561983176881
baboon_256,128,2,1.4,9.365814208984375,10.5801859895275,38.41534822499062
baboon_256,128,3,1.4,10.401031494140625,9.52713741230734,37.960039494537995
baboon_256,128,4,1.4,8.125701904296875,12.194891892602428,39.0321947490971
barbara_256,128,0,1.4,10.687881469726562,10.113148716308725,37.84188732103313
barbara_256,128,1,1.4,8.66485595703125,12.474314091501427,38.75319013389405
barbara_256,128,2,1.4,9.474517822265625,11.408299271083969,38.36523243806462
barbara_256,128,3,1.4,9.237197875976562,11.701398651070669,38.475401138430506
barbara_256,128,4,1.4,10.14501953125,10.654305241372672,38.06827473391505
boat_256,128,0,1.4,8.350433349609375,12.792922482065,38.91371346886032
boat_256,128,1,1.4,10.034622192382812,10.645786606125947,38.115793351009245
boat_256,128,2,1.4,9.503067016601562,11.241259937089852,38.352165689032624
boat_256,128,3,1.4,8.463760375976562,12.621629368952606,38.8551700164753
boat_256,128,4,1.4,10.324172973632812,10.34721587927964,37.992250886627836
fruits_256,128,0,1.4,8.938796997070312,12.672586644543566,38.61801286444391
fruits_256,128,1,1.4,9.7552490234375,11.61197209535131,38.238420007074005
fruits_256,128,2,1.4,9.167709350585938,12.356159549944659,38.5081952472601
fruits_256,128,3,1.4,10.857452392578125,10.43317302692417,37.77352427110498
fruits_256,128,4,1.4,9.09332275390625,12.457237305769038,38.54357754873235
lena_256,128,0,1.4,10.623001098632812,9.877098029414427,37.86833134475316
lena_256,128,1,1.4,10.231658935546875,10.254878889018137,38.03134306027366
lena_256,128,2,1.4,10.945648193359375,9.585948804880292,37.73838875597701
lena_256,128,3,1.4,10.544845581054688,9.950304384379518,37.90040136563566
lena_256,128,4,1.4,10.102218627929688,10.386275241330456,38.08663597772947
monarch_256,128,0,1.4,10.3104248046875,10.813399062311309,37.99803801643465
monarch_256,128,1,1.4,9.327850341796875,11.952457836449591,38.432987913188796
monarch_256,128,2,1.4,9.67205810546875,11.527095546706885,38.27561463957229
monarch_256,128,3,1.4,8.690338134765625,12.829275016241462,38.74043686006597
monarch_256,128,4,1.4,8.6806640625,12.843572463156711,38.745274113080086
peppers_256,128,0,1.4,10.199661254882812,10.870309449543344,38.04494612397963
peppers_256,128,1,1.4,8.927627563476562,12.419141964958698,38.623442964899944
peppers_256,128,2,1.4,9.950851440429688,11.142109274249815,38.15220118307112
peppers_256,128,3,1.4,9.019058227539062,12.293242966604803,38.57919170103855
peppers_256,128,4,1.4,10.429946899414062,10.630300920067238,37.94798263500839
zelda_256,128,0,1.4,10.11322021484375,10.281757144150397,38.08190896784578
zelda_256,128,1,1.4,10.329116821289062,10.066850437785941,37.99017171588186
zelda_256,128,2,1.4,9.617752075195312,10.811432170570308,38.30006783156361
zelda_256,128,3,1.4,10.275146484375,10.119726697079859,38.012923388937914
zelda_256,128,4,1.4,8.96356201171875,11.600485840159608,38.605997335025314
