im,L,k,qs,MSE,SNR,PSNR
airplane_256,128,0,0.4,19.832626342773438,5.858966832877989,35.15700131249186
airplane_256,128,1,0.4,18.782928466796875,6.18639953597117,35.39317056333985
airplane_256,128,2,0.4,21.799575805664062,5.330319313873099,34.74632318045495
airplane_256,128,3,0.4,20.494400024414062,5.669778076584314,35.014451520431656
airplane_256,128,4,0.4,19.616287231445312,5.923582713700427,35.204635488269766
arctichare_256,128,0,0.4,15.407150268554688,4.123643811223475,36.25358042531768
arctichare_256,128,1,0.4,18.27532958984375,3.476468073594881,35.512151428024616
arctichare_256,128,2,0.4,17.09320068359375,3.7168931102819087,35.8025696935412
arctichare_256,128,3,0.4,17.0791015625,3.719961475784779,35.80615339755626
arctichare_256,128,4,0.4,19.437545776367188,3.26860194103115,35.24438931711132
baboon_256,128,0,0.4,21.641098022460938,4.578883020240842,34.778010687125814
baboon_256,128,1,0.4,21.694732666015625,4.5675629103113975,34.76726057976294
baboon_256,128,2,0.4,20.7340087890625,4.779203929280024,34.9639708257275
baboon_256,128,3,0.4,23.456466674804688,4.224509072410803,34.42817767376677
baboon_256,128,4,0.4,21.177658081054688,4.679084717259685,34.87202428642699
barbara_256,128,0,0.4,21.405471801757812,5.049556289469351,34.8255555623125
barbara_256,128,1,0.4,20.612014770507812,5.243938351930555,34.98959915864641
barbara_256,128,2,0.4,19.064910888671875,5.669480198297155,35.32845581189956
barbara_256,128,3,0.4,21.510894775390625,5.024808865193391,34.804218850256596
barbara_256,128,4,0.4,18.777389526367188,5.756291875068564,35.39445145307145
boat_256,128,0,0.4,22.890411376953125,4.666864425195947,34.53426763163427
boat_256,128,1,0.4,21.840194702148438,4.891277206548645,34.73823855146027
boat_256,128,2,0.4,21.2999267578125,5.015343374080888,34.84702250796899
boat_256,128,3,0.4,21.936019897460938,4.86991017662088,34.71922529487682
boat_256,128,4,0.4,21.55548095703125,4.955883227386632,34.79522643366967
fruits_256,128,0,0.4,18.96270751953125,5.973708096625199,35.35180014319311
fruits_256,128,1,0.4,21.77459716796875,5.20228588246836,34.7513023160137
fruits_256,128,2,0.4,24.312530517578125,4.6592303241103945,34.27250197062602
fruits_256,128,3,0.4,22.217575073242188,5.098561794882185,34.663837045429744
fruits_256,128,4,0.4,20.48931884765625,5.528621048147586,35.01552840027542
lena_256,128,0,0.4,22.506210327148438,4.662020913010257,34.60777987705038
lena_256,128,1,0.4,20.847946166992188,5.032842198331102,34.94017083921524
lena_256,128,2,0.4,22.780288696289062,4.605930355696755,34.55521137243757
lena_256,128,3,0.4,21.577865600585938,4.862595085165618,34.79071877135094
lena_256,128,4,0.4,22.96295166015625,4.569291647285534,34.52052649296693
monarch_256,128,0,0.4,22.174072265625,5.027977566749243,34.672349023009325
monarch_256,128,1,0.4,21.707778930664062,5.135980897499791,34.76464970739244
monarch_256,128,2,0.4,21.402801513671875,5.209165624594519,34.82609736944113
monarch_256,128,3,0.4,19.998123168945312,5.5750600680453255,35.120911219848246
monarch_256,128,4,0.4,20.743560791015625,5.374715509948876,34.96197052442986
peppers_256,128,0,0.4,22.0823974609375,5.0208984018706575,34.690341383898925
peppers_256,128,1,0.4,20.044692993164062,5.531313158994526,35.1108095193494
peppers_256,128,2,0.4,19.546661376953125,5.672246118297281,35.2200777148317
peppers_256,128,3,0.4,22.6378173828125,4.897710421733199,34.582458086827195
peppers_256,128,4,0.4,21.0550537109375,5.265884174092519,34.897240072353966
zelda_256,128,0,0.4,21.34027099609375,4.872556408181009,34.83880430720375
zelda_256,128,1,0.4,20.199325561523438,5.147779507668553,35.07743491906367
zelda_256,128,2,0.4,25.958343505859375,4.005713005949897,33.98803385729487
zelda_256,128,3,0.4,22.759078979492188,4.568799743084156,34.55925677934758
zelda_256,128,4,0.4,21.19061279296875,4.906968722907251,34.869368449897344
